2015-12-31 15:51:40.580 [error] <0.91.0> gen_server maxwell_protocol_channel_sup terminated with reason: no such process or port in call to gen_server:call(ranch_sup, {start_child,{{ranch_listener_sup,command_channel},{ranch_listener_sup,start_link,[command_channel,...]},...}}, infinity) in gen_server:call/3 line 190
2015-12-31 15:51:40.581 [error] <0.91.0> CRASH REPORT Process maxwell_protocol_channel_sup with 0 neighbours exited with reason: no such process or port in call to gen_server:call(ranch_sup, {start_child,{{ranch_listener_sup,command_channel},{ranch_listener_sup,start_link,[command_channel,...]},...}}, infinity) in gen_server:call/3 line 190 in gen_server:terminate/6 line 746
2015-12-31 16:32:02.580 [error] <0.97.0> Supervisor maxwell_protocol_channel_sup had child maxwell_protocol_channel_pools started with maxwell_protocol_channel_pools:start_link() at undefined exit with reason {'EXIT',{undef,[{maxwell_protocol_channel_pools,start_link,[],[]},{supervisor,do_start_child,2,[{file,"supervisor.erl"},{line,314}]},{supervisor,start_children,3,[{file,"supervisor.erl"},{line,297}]},{supervisor,init_children,2,[{file,"supervisor.erl"},{line,263}]},{gen_server,init_it,6,[{file,"gen_server.erl"},{line,306}]},{proc_lib,init_p_do_apply,3,[{file,"proc_lib.erl"},{line,239}]}]}} in context start_error
2015-12-31 16:32:02.581 [error] <0.59.0> CRASH REPORT Process <0.59.0> with 0 neighbours exited with reason: {{shutdown,{failed_to_start_child,maxwell_protocol_channel_pools,{'EXIT',{undef,[{maxwell_protocol_channel_pools,start_link,[],[]},{supervisor,do_start_child,2,[{file,"supervisor.erl"},{line,314}]},{supervisor,start_children,3,[{file,"supervisor.erl"},{line,297}]},{supervisor,init_children,2,[{file,"supervisor.erl"},{line,263}]},{gen_server,init_it,6,[{file,"gen_server.erl"},{line,306}]},{proc_lib,init_p_do_apply,3,[{file,"proc_lib.erl"},{line,239}]}]}}}},{maxwell_protocol_channel_app,start,...}} in application_master:init/4 line 133
2015-12-31 16:43:58.904 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.906 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.907 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.908 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.909 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.910 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.918 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.919 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.921 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.922 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.923 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.925 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.926 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.928 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.929 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.930 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.932 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.933 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.934 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.935 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.936 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.937 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.938 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.939 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.940 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.941 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.942 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.943 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.944 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.945 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.946 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.947 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.948 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.949 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.950 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.951 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.952 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.953 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.954 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.955 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.956 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.957 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.958 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.959 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.960 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.961 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.964 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.965 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.966 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.968 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.969 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.970 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.971 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.973 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.974 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.975 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.976 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.978 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.979 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.980 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.982 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.983 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.984 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.985 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.986 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.987 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.987 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.988 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.989 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.990 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.991 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.992 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.993 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.994 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.995 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.996 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.998 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.999 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:59.000 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:59.000 [error] <0.560.0> gen_server <0.560.0> terminated with reason: call to undefined function maxwell_protocol_channel_pb:decode/1 from maxwell_protocol_channel_command_protocol:proc_msg/1 line 112
2015-12-31 16:43:59.001 [error] <0.560.0> CRASH REPORT Process <0.560.0> with 0 neighbours exited with reason: call to undefined function maxwell_protocol_channel_pb:decode(<<8,2,16,1,26,5,104,101,108,108,111>>) in gen_server:terminate/6 line 746
2015-12-31 16:43:59.001 [error] <0.105.0> Ranch listener command_channel had connection process started with maxwell_protocol_channel_command_protocol:start_link/4 at <0.560.0> exit with reason: {undef,[{maxwell_protocol_channel_pb,decode,[<<8,2,16,1,26,5,104,101,108,108,111>>],[]},{maxwell_protocol_channel_command_protocol,proc_msg,1,[{file,"src/maxwell_protocol_channel_command_protocol.erl"},{line,112}]},{maxwell_protocol_channel_command_protocol,handle_info,2,[{file,"src/maxwell_protocol_channel_command_protocol.erl"},{line,77}]},{gen_server,handle_msg,5,[{file,"gen_server.erl"},{line,599}]},{proc_lib,init_p_do_apply,3,[{file,"proc_lib.erl"},{line,239}]}]}

2015-12-31 16:43:59.002 [error] <0.561.0> gen_server <0.561.0> terminated with reason: call to undefined function maxwell_protocol_channel_pb:decode/1 from maxwell_protocol_channel_command_protocol:proc_msg/1 line 112
2015-12-31 16:43:59.002 [error] <0.561.0> CRASH REPORT Process <0.561.0> with 0 neighbours exited with reason: call to undefined function maxwell_protocol_channel_pb:decode(<<8,2,16,1,26,5,104,101,108,108,111>>) in gen_server:terminate/6 line 746
2015-12-31 16:43:59.002 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:59.002 [error] <0.105.0> Ranch listener command_channel had connection process started with maxwell_protocol_channel_command_protocol:start_link/4 at <0.561.0> exit with reason: {undef,[{maxwell_protocol_channel_pb,decode,[<<8,2,16,1,26,5,104,101,108,108,111>>],[]},{maxwell_protocol_channel_command_protocol,proc_msg,1,[{file,"src/maxwell_protocol_channel_command_protocol.erl"},{line,112}]},{maxwell_protocol_channel_command_protocol,handle_info,2,[{file,"src/maxwell_protocol_channel_command_protocol.erl"},{line,77}]},{gen_server,handle_msg,5,[{file,"gen_server.erl"},{line,599}]},{proc_lib,init_p_do_apply,3,[{file,"proc_lib.erl"},{line,239}]}]}

2015-12-31 16:43:59.004 [error] <0.562.0> gen_server <0.562.0> terminated with reason: call to undefined function maxwell_protocol_channel_pb:decode/1 from maxwell_protocol_channel_command_protocol:proc_msg/1 line 112
2015-12-31 16:43:59.004 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:59.004 [error] <0.562.0> CRASH REPORT Process <0.562.0> with 0 neighbours exited with reason: call to undefined function maxwell_protocol_channel_pb:decode(<<8,2,16,1,26,5,104,101,108,108,111>>) in gen_server:terminate/6 line 746
2015-12-31 16:43:59.004 [error] <0.105.0> Ranch listener command_channel had connection process started with maxwell_protocol_channel_command_protocol:start_link/4 at <0.562.0> exit with reason: {undef,[{maxwell_protocol_channel_pb,decode,[<<8,2,16,1,26,5,104,101,108,108,111>>],[]},{maxwell_protocol_channel_command_protocol,proc_msg,1,[{file,"src/maxwell_protocol_channel_command_protocol.erl"},{line,112}]},{maxwell_protocol_channel_command_protocol,handle_info,2,[{file,"src/maxwell_protocol_channel_command_protocol.erl"},{line,77}]},{gen_server,handle_msg,5,[{file,"gen_server.erl"},{line,599}]},{proc_lib,init_p_do_apply,3,[{file,"proc_lib.erl"},{line,239}]}]}

2015-12-31 16:43:59.007 [error] <0.563.0> gen_server <0.563.0> terminated with reason: call to undefined function maxwell_protocol_channel_pb:decode/1 from maxwell_protocol_channel_command_protocol:proc_msg/1 line 112
2015-12-31 16:43:59.007 [error] <0.563.0> CRASH REPORT Process <0.563.0> with 0 neighbours exited with reason: call to undefined function maxwell_protocol_channel_pb:decode(<<8,2,16,1,26,5,104,101,108,108,111>>) in gen_server:terminate/6 line 746
2015-12-31 16:43:59.007 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:59.007 [error] <0.105.0> Ranch listener command_channel had connection process started with maxwell_protocol_channel_command_protocol:start_link/4 at <0.563.0> exit with reason: {undef,[{maxwell_protocol_channel_pb,decode,[<<8,2,16,1,26,5,104,101,108,108,111>>],[]},{maxwell_protocol_channel_command_protocol,proc_msg,1,[{file,"src/maxwell_protocol_channel_command_protocol.erl"},{line,112}]},{maxwell_protocol_channel_command_protocol,handle_info,2,[{file,"src/maxwell_protocol_channel_command_protocol.erl"},{line,77}]},{gen_server,handle_msg,5,[{file,"gen_server.erl"},{line,599}]},{proc_lib,init_p_do_apply,3,[{file,"proc_lib.erl"},{line,239}]}]}

2015-12-31 16:43:59.010 [error] <0.564.0> gen_server <0.564.0> terminated with reason: call to undefined function maxwell_protocol_channel_pb:decode/1 from maxwell_protocol_channel_command_protocol:proc_msg/1 line 112
2015-12-31 16:43:59.010 [error] <0.564.0> CRASH REPORT Process <0.564.0> with 0 neighbours exited with reason: call to undefined function maxwell_protocol_channel_pb:decode(<<8,2,16,1,26,5,104,101,108,108,111>>) in gen_server:terminate/6 line 746
2015-12-31 16:43:59.010 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:59.010 [error] <0.105.0> Ranch listener command_channel had connection process started with maxwell_protocol_channel_command_protocol:start_link/4 at <0.564.0> exit with reason: {undef,[{maxwell_protocol_channel_pb,decode,[<<8,2,16,1,26,5,104,101,108,108,111>>],[]},{maxwell_protocol_channel_command_protocol,proc_msg,1,[{file,"src/maxwell_protocol_channel_command_protocol.erl"},{line,112}]},{maxwell_protocol_channel_command_protocol,handle_info,2,[{file,"src/maxwell_protocol_channel_command_protocol.erl"},{line,77}]},{gen_server,handle_msg,5,[{file,"gen_server.erl"},{line,599}]},{proc_lib,init_p_do_apply,3,[{file,"proc_lib.erl"},{line,239}]}]}

2015-12-31 16:43:59.020 [error] <0.565.0> gen_server <0.565.0> terminated with reason: call to undefined function maxwell_protocol_channel_pb:decode/1 from maxwell_protocol_channel_command_protocol:proc_msg/1 line 112
2015-12-31 16:43:59.020 [error] <0.565.0> CRASH REPORT Process <0.565.0> with 0 neighbours exited with reason: call to undefined function maxwell_protocol_channel_pb:decode(<<8,2,16,1,26,5,104,101,108,108,111>>) in gen_server:terminate/6 line 746
2015-12-31 16:43:59.020 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:59.020 [error] <0.105.0> Ranch listener command_channel had connection process started with maxwell_protocol_channel_command_protocol:start_link/4 at <0.565.0> exit with reason: {undef,[{maxwell_protocol_channel_pb,decode,[<<8,2,16,1,26,5,104,101,108,108,111>>],[]},{maxwell_protocol_channel_command_protocol,proc_msg,1,[{file,"src/maxwell_protocol_channel_command_protocol.erl"},{line,112}]},{maxwell_protocol_channel_command_protocol,handle_info,2,[{file,"src/maxwell_protocol_channel_command_protocol.erl"},{line,77}]},{gen_server,handle_msg,5,[{file,"gen_server.erl"},{line,599}]},{proc_lib,init_p_do_apply,3,[{file,"proc_lib.erl"},{line,239}]}]}

2015-12-31 16:43:59.022 [error] <0.566.0> gen_server <0.566.0> terminated with reason: call to undefined function maxwell_protocol_channel_pb:decode/1 from maxwell_protocol_channel_command_protocol:proc_msg/1 line 112
2015-12-31 16:43:59.022 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:59.022 [error] <0.566.0> CRASH REPORT Process <0.566.0> with 0 neighbours exited with reason: call to undefined function maxwell_protocol_channel_pb:decode(<<8,2,16,1,26,5,104,101,108,108,111>>) in gen_server:terminate/6 line 746
2015-12-31 16:43:59.022 [error] <0.105.0> Ranch listener command_channel had connection process started with maxwell_protocol_channel_command_protocol:start_link/4 at <0.566.0> exit with reason: {undef,[{maxwell_protocol_channel_pb,decode,[<<8,2,16,1,26,5,104,101,108,108,111>>],[]},{maxwell_protocol_channel_command_protocol,proc_msg,1,[{file,"src/maxwell_protocol_channel_command_protocol.erl"},{line,112}]},{maxwell_protocol_channel_command_protocol,handle_info,2,[{file,"src/maxwell_protocol_channel_command_protocol.erl"},{line,77}]},{gen_server,handle_msg,5,[{file,"gen_server.erl"},{line,599}]},{proc_lib,init_p_do_apply,3,[{file,"proc_lib.erl"},{line,239}]}]}

2015-12-31 16:43:59.024 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:59.024 [error] <0.567.0> gen_server <0.567.0> terminated with reason: call to undefined function maxwell_protocol_channel_pb:decode/1 from maxwell_protocol_channel_command_protocol:proc_msg/1 line 112
2015-12-31 16:43:59.024 [error] <0.567.0> CRASH REPORT Process <0.567.0> with 0 neighbours exited with reason: call to undefined function maxwell_protocol_channel_pb:decode(<<8,2,16,1,26,5,104,101,108,108,111>>) in gen_server:terminate/6 line 746
2015-12-31 16:43:59.024 [error] <0.105.0> Ranch listener command_channel had connection process started with maxwell_protocol_channel_command_protocol:start_link/4 at <0.567.0> exit with reason: {undef,[{maxwell_protocol_channel_pb,decode,[<<8,2,16,1,26,5,104,101,108,108,111>>],[]},{maxwell_protocol_channel_command_protocol,proc_msg,1,[{file,"src/maxwell_protocol_channel_command_protocol.erl"},{line,112}]},{maxwell_protocol_channel_command_protocol,handle_info,2,[{file,"src/maxwell_protocol_channel_command_protocol.erl"},{line,77}]},{gen_server,handle_msg,5,[{file,"gen_server.erl"},{line,599}]},{proc_lib,init_p_do_apply,3,[{file,"proc_lib.erl"},{line,239}]}]}
